date,pacitan,nawangan,kebonagung,bandar,tegalombo,tulakan,p_das,pe,q_runoff,q_baseflow,q_total
2016-02-07,13.0,10.0,19.0,12.0,4.0,0.8,9.8,0.0,0.0,3.92918,3.92918
2016-02-08,9.0,12.0,14.0,6.0,0.0,11.0,8.6667,0.0,0.0,3.92918,3.92918
2016-02-09,7.0,15.0,16.0,9.5,25.0,6.0,13.0833,0.0023,0.018636,3.92918,3.947816
2016-02-10,17.0,41.0,65.0,5.0,8.0,44.1,30.0167,3.710459,30.061591,3.92918,33.99077
2016-02-11,77.0,10.0,65.0,20.0,1.0,8.4,30.2333,3.79372,30.736157,3.92918,34.665337
2016-02-12,1.0,0.0,2.0,22.0,0.0,10.0,5.8333,0.0,0.0,3.92918,3.92918
2016-02-13,0.0,1.0,0.0,0.0,0.0,1.4,0.4,0.0,0.0,3.92918,3.92918
2016-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.92918,3.92918
2016-02-15,17.0,3.0,6.0,0.0,7.0,0.0,5.5,0.0,0.0,3.92918,3.92918
2016-02-16,2.0,5.0,6.0,0.0,3.0,0.0,2.6667,0.0,0.0,3.92918,3.92918
2016-02-17,0.0,7.0,0.0,11.0,31.0,57.0,17.6667,0.360289,2.919007,3.92918,6.848187
2016-02-18,0.0,0.0,0.0,14.0,41.0,0.0,9.1667,0.0,0.0,3.92918,3.92918
2016-02-19,0.0,0.0,0.0,0.0,1.0,0.0,0.1667,0.0,0.0,3.92918,3.92918
2016-02-20,0.0,27.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,3.92918,3.92918
2016-02-21,6.0,0.0,0.0,8.0,0.0,0.0,2.3333,0.0,0.0,3.92918,3.92918
2016-02-22,0.0,2.0,0.0,0.0,6.0,9.0,2.8333,0.0,0.0,3.92918,3.92918
2016-02-23,0.0,8.0,0.0,28.0,0.0,0.0,6.0,0.0,0.0,3.92918,3.92918
2016-02-24,0.0,3.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,3.92918,3.92918
2016-02-25,0.0,0.0,0.0,10.5,5.0,0.0,2.5833,0.0,0.0,3.92918,3.92918
2016-02-26,8.0,18.0,16.0,0.0,2.0,0.0,7.3333,0.0,0.0,3.92918,3.92918
2016-02-27,4.0,5.0,1.0,14.0,0.0,8.4,5.4,0.0,0.0,3.92918,3.92918
2016-02-28,7.0,72.0,17.0,8.5,8.0,5.6,19.6833,0.691893,5.605617,3.92918,9.534797
2016-02-29,8.0,9.0,14.0,51.0,5.0,7.2,15.7,0.135338,1.096491,3.92918,5.025671
2016-03-01,0.0,0.0,0.0,3.0,10.0,7.4,3.4,0.0,0.0,3.92918,3.92918
2016-03-02,8.0,10.0,0.0,0.0,25.0,0.0,7.1667,0.0,0.0,3.92918,3.92918
2016-03-03,2.0,2.0,3.0,107.0,15.0,0.0,21.5,1.071093,8.677834,3.92918,12.607014
2016-03-04,0.0,4.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,3.92918,3.92918
2016-03-05,11.0,77.0,8.0,0.0,16.0,0.0,18.6667,0.512492,4.152134,3.92918,8.081314
2016-03-06,1.0,30.0,3.0,19.0,25.0,49.0,21.1667,0.996078,8.07008,3.92918,11.99926
2016-03-07,9.0,51.0,0.0,15.0,4.0,8.6,14.6,0.055199,0.447212,3.92918,4.376392
2016-03-08,0.0,37.0,1.0,0.0,7.0,0.0,7.5,0.0,0.0,3.92918,3.92918
2016-03-09,0.0,44.0,6.0,21.0,25.0,1.4,16.2333,0.186242,1.508908,3.92918,5.438088
2016-03-10,0.0,3.0,0.0,0.0,20.0,5.6,4.7667,0.0,0.0,3.92918,3.92918
2016-03-11,0.0,39.0,0.0,30.0,0.0,0.0,11.5,0.0,0.0,3.92918,3.92918
2016-03-12,0.0,0.0,3.0,30.0,10.0,28.0,11.8333,0.0,0.0,3.92918,3.92918
2016-03-13,0.0,7.0,0.0,6.5,4.0,0.0,2.9167,0.0,0.0,3.92918,3.92918
2016-03-14,0.0,0.0,0.0,29.0,0.0,0.0,4.8333,0.0,0.0,3.92918,3.92918
2016-03-15,0.0,0.0,0.0,5.0,12.0,1.4,3.0667,0.0,0.0,3.92918,3.92918
2016-03-16,0.0,0.0,0.0,0.0,3.0,0.0,0.5,0.0,0.0,3.92918,3.92918
2016-03-17,0.0,27.0,0.0,9.0,4.0,14.6,9.1,0.0,0.0,3.92918,3.92918
2016-03-18,0.0,4.0,0.0,13.0,0.0,3.2,3.3667,0.0,0.0,3.92918,3.92918
2016-03-19,0.0,0.0,0.0,67.0,25.0,0.0,15.3333,0.104856,0.849524,3.92918,4.778704
2016-03-20,1.0,0.0,45.0,0.0,0.0,1.2,7.8667,0.0,0.0,3.92918,3.92918
2016-03-21,0.0,0.0,0.0,0.0,20.0,3.2,3.8667,0.0,0.0,3.92918,3.92918
2016-03-22,4.0,14.0,3.0,0.0,15.0,1.4,6.2333,0.0,0.0,3.92918,3.92918
2016-03-23,29.0,27.0,7.0,2.0,0.0,7.0,12.0,0.0,0.0,3.92918,3.92918
2016-03-24,13.0,9.0,6.0,28.0,6.0,28.4,15.0667,0.085037,0.688958,3.92918,4.618138
2016-03-25,16.0,15.0,3.0,0.0,9.0,1.6,7.4333,0.0,0.0,3.92918,3.92918
2016-03-26,5.0,4.0,2.0,42.5,40.0,51.6,24.1833,1.758617,14.248052,3.92918,18.177232
2016-03-27,0.0,59.0,0.0,2.0,30.0,3.0,15.6667,0.132414,1.072798,3.92918,5.001978
2016-03-28,28.0,42.0,39.0,55.0,7.0,0.0,28.5,3.148045,25.504997,3.92918,29.434177
2016-03-29,25.0,27.0,34.0,39.5,75.0,31.4,38.65,7.528256,60.992815,3.92918,64.921995
2016-03-30,6.0,38.0,35.0,60.0,63.0,22.6,37.4333,6.933182,56.171615,3.92918,60.100795
2016-03-31,16.0,0.0,1.0,59.0,88.0,64.8,38.1333,7.273476,58.928623,3.92918,62.857803
2016-04-01,3.0,0.0,29.0,0.0,0.0,14.8,7.8,0.0,0.0,3.92918,3.92918
2016-04-02,1.0,9.0,1.0,0.0,0.0,17.8,4.8,0.0,0.0,3.92918,3.92918
2016-04-03,4.0,29.0,42.0,3.0,32.0,48.0,26.3333,2.409695,19.522989,3.92918,23.452168
2016-04-04,0.0,11.0,0.0,12.0,10.0,23.6,9.4333,0.0,0.0,3.92918,3.92918
2016-04-05,0.0,26.0,0.0,0.0,0.0,0.0,4.3333,0.0,0.0,3.92918,3.92918
2016-04-06,0.0,1.0,2.0,15.0,5.0,1.4,4.0667,0.0,0.0,3.92918,3.92918
2016-04-07,0.0,0.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,3.92918,3.92918
2016-04-08,43.0,52.0,18.0,1.0,16.0,3.4,22.2333,1.244424,10.08214,3.92918,14.01132
2016-04-09,0.0,2.0,0.0,23.0,70.0,36.0,21.8333,1.148478,9.304798,3.92918,13.233977
2016-04-10,6.0,0.0,0.0,0.0,0.0,1.4,1.2333,0.0,0.0,3.92918,3.92918
2016-04-11,16.0,19.0,25.0,0.0,24.0,1.0,14.1667,0.033111,0.26826,3.92918,4.19744
2016-04-12,11.0,51.0,2.0,29.5,7.0,77.4,29.65,3.571193,28.933279,3.92918,32.862459
2016-04-13,35.0,20.0,46.0,18.0,9.0,1.6,21.6,1.094061,8.863918,3.92918,12.793098
2016-04-14,2.0,12.0,18.0,18.0,10.0,25.0,14.1667,0.033111,0.26826,3.92918,4.19744
2016-04-15,0.0,0.0,0.0,22.0,25.0,24.8,11.9667,0.0,0.0,3.92918,3.92918
2016-04-16,12.0,20.0,59.0,0.0,3.0,0.0,15.6667,0.132414,1.072798,3.92918,5.001978
2016-04-17,4.0,5.0,21.0,25.0,5.0,22.2,13.7,0.015504,0.12561,3.92918,4.05479
2016-04-18,0.0,0.0,0.0,14.5,9.0,5.0,4.75,0.0,0.0,3.92918,3.92918
2016-04-19,0.0,22.0,0.0,0.0,10.0,0.0,5.3333,0.0,0.0,3.92918,3.92918
2016-04-20,0.0,0.0,0.0,0.0,71.0,0.0,11.8333,0.0,0.0,3.92918,3.92918
2016-04-21,0.0,7.0,3.0,0.0,8.0,0.0,3.0,0.0,0.0,3.92918,3.92918
2016-04-22,43.0,0.0,16.0,21.5,10.0,0.0,15.0833,0.086217,0.698519,3.92918,4.627699
2016-04-23,1.0,10.0,0.0,0.0,5.0,11.6,4.6,0.0,0.0,3.92918,3.92918
2016-04-24,0.0,0.0,0.0,0.0,20.0,0.0,3.3333,0.0,0.0,3.92918,3.92918
2016-04-25,0.0,0.0,0.0,0.0,0.0,1.8,0.3,0.0,0.0,3.92918,3.92918
2016-04-26,8.0,0.0,25.0,0.0,0.0,0.0,5.5,0.0,0.0,3.92918,3.92918
2016-04-27,0.0,3.0,0.0,1.5,14.0,57.0,12.5833,0.0,0.0,3.92918,3.92918
2016-04-28,0.0,68.0,0.0,0.0,0.0,0.0,11.3333,0.0,0.0,3.92918,3.92918
2016-04-29,0.0,0.0,3.0,0.0,0.0,0.0,0.5,0.0,0.0,3.92918,3.92918
2016-04-30,0.0,20.0,0.0,2.0,0.0,0.0,3.6667,0.0,0.0,3.92918,3.92918
2016-05-01,1.0,18.0,1.0,0.0,25.0,3.0,8.0,0.0,0.0,3.92918,3.92918
2016-05-02,0.0,0.0,0.0,14.0,9.0,9.4,5.4,0.0,0.0,3.92918,3.92918
2016-05-03,0.0,3.0,0.0,0.0,0.0,15.0,3.0,0.0,0.0,3.92918,3.92918
2016-05-04,0.0,0.0,0.0,0.0,0.0,1.8,0.3,0.0,0.0,3.92918,3.92918
2016-05-05,0.0,42.0,0.0,0.0,5.0,0.0,7.8333,0.0,0.0,3.92918,3.92918
2016-05-06,6.0,0.0,31.0,0.0,2.0,5.8,7.4667,0.0,0.0,3.92918,3.92918
2016-05-07,0.0,0.0,0.0,1.0,5.0,0.0,1.0,0.0,0.0,3.92918,3.92918
2016-05-08,78.0,38.0,34.0,2.0,3.0,8.0,27.1667,2.684281,21.747647,3.92918,25.676827
2016-05-09,2.0,3.0,0.0,28.0,22.0,14.8,11.6333,0.0,0.0,3.92918,3.92918
2016-05-10,2.0,0.0,1.0,9.0,10.0,3.0,4.1667,0.0,0.0,3.92918,3.92918
2016-05-11,0.0,3.0,9.0,2.5,3.0,1.0,3.0833,0.0,0.0,3.92918,3.92918
2016-05-12,0.0,74.0,1.0,0.0,20.0,20.0,19.1667,0.597681,4.842326,3.92918,8.771506
2016-05-13,0.0,0.0,13.0,49.0,30.0,0.0,15.3333,0.104856,0.849524,3.92918,4.778704
2016-05-14,6.0,0.0,22.0,0.0,5.0,4.2,6.2,0.0,0.0,3.92918,3.92918
2016-05-15,0.0,29.0,1.0,0.0,0.0,6.0,6.0,0.0,0.0,3.92918,3.92918
2016-05-16,0.0,0.0,1.0,1.0,1.0,3.4,1.0667,0.0,0.0,3.92918,3.92918
2016-05-17,0.0,2.0,0.0,20.0,2.0,3.8,4.6333,0.0,0.0,3.92918,3.92918
2016-05-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.92918,3.92918
2016-05-19,0.0,15.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.92918,3.92918
2016-05-20,0.0,7.0,0.0,1.5,0.0,0.0,1.4167,0.0,0.0,3.92918,3.92918
2016-05-21,0.0,4.0,0.0,0.0,0.0,0.0,0.6667,0.0,0.0,3.92918,3.92918
2016-05-22,0.0,56.0,6.0,47.0,8.0,0.0,19.5,0.657752,5.329013,3.92918,9.258193
2016-05-23,0.0,27.0,0.0,50.0,0.0,0.0,12.8333,0.000279,0.002263,3.92918,3.931443
2016-05-24,0.0,3.0,0.0,0.0,0.0,16.4,3.2333,0.0,0.0,3.92918,3.92918
2016-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.92918,3.92918
2016-05-26,0.0,0.0,0.0,9.0,0.0,0.0,1.5,0.0,0.0,3.92918,3.92918
2016-05-27,6.0,20.0,0.0,0.0,0.0,0.0,4.3333,0.0,0.0,3.92918,3.92918
2016-05-28,0.0,5.0,6.0,32.0,15.0,1.8,9.9667,0.0,0.0,3.92918,3.92918
2016-05-29,3.0,5.0,2.0,0.0,30.0,0.0,6.6667,0.0,0.0,3.92918,3.92918
2016-05-30,62.0,9.0,22.0,50.0,20.0,3.2,27.7,2.866242,23.221868,3.92918,27.151048
2016-05-31,6.0,1.0,6.0,30.0,5.0,13.0,10.1667,0.0,0.0,3.92918,3.92918
2016-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.92918,3.92918
2016-06-02,0.0,0.0,0.0,0.0,0.0,1.0,0.1667,0.0,0.0,3.92918,3.92918
2016-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.92918,3.92918
2016-06-04,0.0,0.0,0.0,0.0,1.0,0.0,0.1667,0.0,0.0,3.92918,3.92918
2016-06-05,0.0,0.0,2.0,0.0,0.0,0.0,0.3333,0.0,0.0,3.92918,3.92918
2016-06-06,35.0,50.0,36.0,0.0,0.0,3.0,20.6667,0.888075,7.195054,3.92918,11.124234
2016-06-07,44.0,4.0,47.0,16.0,8.0,0.0,19.8333,0.720403,5.836596,3.92918,9.765776
2016-06-08,0.0,0.0,0.0,2.5,0.0,87.6,15.0167,0.081544,0.660656,3.92918,4.589836
2016-06-09,21.0,2.0,23.0,0.0,0.0,0.0,7.6667,0.0,0.0,3.92918,3.92918
2016-06-10,0.0,0.0,1.0,32.0,15.0,2.0,8.3333,0.0,0.0,3.92918,3.92918
2016-06-11,13.0,39.0,2.0,0.0,0.0,5.0,9.8333,0.0,0.0,3.92918,3.92918
2016-06-12,0.0,2.0,0.0,0.0,0.0,13.0,2.5,0.0,0.0,3.92918,3.92918
2016-06-13,0.0,4.0,0.0,8.0,5.0,0.0,2.8333,0.0,0.0,3.92918,3.92918
2016-06-14,0.0,3.0,7.0,9.0,4.0,0.0,3.8333,0.0,0.0,3.92918,3.92918
2016-06-15,33.0,9.0,19.0,8.0,10.0,41.2,20.0333,0.759216,6.151053,3.92918,10.080233
2016-06-16,0.0,2.0,0.0,25.0,0.0,10.0,6.1667,0.0,0.0,3.92918,3.92918
2016-06-17,0.0,0.0,0.0,0.0,1.0,0.0,0.1667,0.0,0.0,3.92918,3.92918
2016-06-18,112.0,88.0,94.0,7.0,3.0,0.0,50.6667,14.206318,115.097487,3.92918,119.026667
2016-06-19,15.0,5.0,36.0,57.0,2.0,103.6,36.4333,6.457063,52.314166,3.92918,56.243346
2016-06-20,0.0,0.0,0.0,0.0,5.0,15.0,3.3333,0.0,0.0,3.92918,3.92918
2016-06-21,0.0,0.0,0.0,0.0,10.0,0.0,1.6667,0.0,0.0,3.92918,3.92918
2016-06-22,0.0,39.0,0.0,5.0,0.0,0.0,7.3333,0.0,0.0,3.92918,3.92918
2016-06-23,0.0,0.0,0.0,2.0,2.0,13.0,2.8333,0.0,0.0,3.92918,3.92918
2016-06-24,0.0,0.0,0.0,0.0,4.0,0.0,0.6667,0.0,0.0,3.92918,3.92918
2016-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.92918,3.92918
2016-06-26,11.0,0.0,18.0,0.0,3.0,0.0,5.3333,0.0,0.0,3.92918,3.92918
2016-06-27,0.0,0.0,5.0,0.0,0.0,2.8,1.3,0.0,0.0,3.92918,3.92918
2016-06-28,1.0,0.0,1.0,0.0,0.0,11.2,2.2,0.0,0.0,3.92918,3.92918
2016-06-29,0.0,2.0,0.0,0.0,0.0,1.2,0.5333,0.0,0.0,3.92918,3.92918
2016-06-30,0.0,1.0,0.0,0.0,0.0,0.0,0.1667,0.0,0.0,3.92918,3.92918
2016-07-01,0.0,6.0,1.0,0.0,0.0,0.0,1.1667,0.0,0.0,3.92918,3.92918
2016-07-02,1.0,0.0,1.0,0.0,0.0,1.2,0.5333,0.0,0.0,3.92918,3.92918
2016-07-03,0.0,0.0,0.0,0.0,1.0,0.0,0.1667,0.0,0.0,3.92918,3.92918
2016-07-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.92918,3.92918
2016-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.92918,3.92918
2016-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.92918,3.92918
2016-07-07,0.0,0.0,2.0,0.0,0.0,0.0,0.3333,0.0,0.0,3.92918,3.92918
2016-07-08,0.0,0.0,0.0,0.0,0.0,2.0,0.3333,0.0,0.0,3.92918,3.92918
2016-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.92918,3.92918
2016-07-10,7.0,0.0,46.0,0.0,0.0,0.0,8.8333,0.0,0.0,3.92918,3.92918
2016-07-11,0.0,0.0,17.0,0.0,0.0,0.0,2.8333,0.0,0.0,3.92918,3.92918
2016-07-12,0.0,0.0,17.0,0.0,0.0,9.0,4.3333,0.0,0.0,3.92918,3.92918
2016-07-13,0.0,0.0,13.0,0.0,0.0,0.0,2.1667,0.0,0.0,3.92918,3.92918
2016-07-14,0.0,0.0,0.0,0.0,5.0,2.0,1.1667,0.0,0.0,3.92918,3.92918
2016-07-15,0.0,50.0,0.0,0.0,0.0,1.8,8.6333,0.0,0.0,3.92918,3.92918
2016-07-16,0.0,10.0,4.0,55.0,18.0,10.0,16.1667,0.179459,1.453951,3.92918,5.383131
2016-07-17,0.0,8.0,0.0,0.0,1.0,11.2,3.3667,0.0,0.0,3.92918,3.92918
2016-07-18,10.0,0.0,5.0,2.0,0.0,0.0,2.8333,0.0,0.0,3.92918,3.92918
2016-07-19,5.0,0.0,26.0,1.5,0.0,9.8,7.05,0.0,0.0,3.92918,3.92918
2016-07-20,28.0,0.0,36.0,0.0,0.0,0.0,10.6667,0.0,0.0,3.92918,3.92918
2016-07-21,3.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,3.92918,3.92918
2016-07-22,0.0,3.0,1.0,0.0,0.0,8.4,2.0667,0.0,0.0,3.92918,3.92918
2016-07-23,0.0,10.0,0.0,0.0,0.0,0.0,1.6667,0.0,0.0,3.92918,3.92918
2016-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.92918,3.92918
2016-07-25,5.0,0.0,3.0,0.0,3.0,0.0,1.8333,0.0,0.0,3.92918,3.92918
2016-07-26,13.0,0.0,17.0,0.0,0.0,1.0,5.1667,0.0,0.0,3.92918,3.92918
2016-07-27,0.0,0.0,0.0,4.0,0.0,9.4,2.2333,0.0,0.0,3.92918,3.92918
2016-07-28,0.0,0.0,13.0,0.0,3.0,0.0,2.6667,0.0,0.0,3.92918,3.92918
2016-07-29,13.0,0.0,10.0,0.0,1.0,1.2,4.2,0.0,0.0,3.92918,3.92918
2016-07-30,10.0,0.0,21.0,0.0,1.0,2.0,5.6667,0.0,0.0,3.92918,3.92918
2016-07-31,13.0,0.0,19.0,0.0,0.0,18.8,8.4667,0.0,0.0,3.92918,3.92918
2016-08-01,0.0,0.0,0.0,0.0,0.0,1.0,0.1667,0.0,0.0,3.92918,3.92918
2016-08-02,2.0,0.0,8.0,0.0,1.0,12.2,3.8667,0.0,0.0,3.92918,3.92918
2016-08-03,38.0,10.0,44.0,1.0,1.0,10.4,17.4,0.3239,2.624192,3.92918,6.553372
2016-08-04,0.0,0.0,5.0,0.0,2.0,8.0,2.5,0.0,0.0,3.92918,3.92918
2016-08-05,2.0,0.0,1.0,4.0,0.0,4.4,1.9,0.0,0.0,3.92918,3.92918
2016-08-06,0.0,6.0,2.0,0.0,1.0,0.0,1.5,0.0,0.0,3.92918,3.92918
2016-08-07,0.0,25.0,0.0,5.0,9.0,3.0,7.0,0.0,0.0,3.92918,3.92918
2016-08-08,5.0,50.0,20.0,18.0,25.0,0.0,19.6667,0.688757,5.580211,3.92918,9.509391
2016-08-09,0.0,0.0,0.0,24.0,50.0,15.6,14.9333,0.075879,0.61476,3.92918,4.54394
2016-08-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.92918,3.92918
2016-08-11,4.0,0.0,15.0,0.0,0.0,0.0,3.1667,0.0,0.0,3.92918,3.92918
2016-08-12,83.0,10.0,23.0,0.0,5.0,0.0,20.1667,0.785596,6.36478,3.92918,10.29396
2016-08-13,35.0,11.0,38.0,15.5,10.0,88.4,32.9833,4.910447,39.783713,3.92918,43.712893
2016-08-14,0.0,0.0,3.0,12.0,2.0,196.2,35.5333,6.038932,48.926531,3.92918,52.85571
2016-08-15,0.0,0.0,3.0,0.0,1.0,2.4,1.0667,0.0,0.0,3.92918,3.92918
2016-08-16,0.0,0.0,38.0,1.0,0.0,0.0,6.5,0.0,0.0,3.92918,3.92918
2016-08-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.92918,3.92918
2016-08-18,0.0,0.0,0.0,10.0,0.0,0.0,1.6667,0.0,0.0,3.92918,3.92918
2016-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.92918,3.92918
2016-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.92918,3.92918
2016-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.92918,3.92918
2016-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.92918,3.92918
2016-08-23,0.0,0.0,5.0,0.0,0.0,0.0,0.8333,0.0,0.0,3.92918,3.92918
2016-08-24,0.0,0.0,2.0,0.0,0.0,0.0,0.3333,0.0,0.0,3.92918,3.92918
2016-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.92918,3.92918
2016-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.92918,3.92918
2016-08-27,2.0,47.0,0.0,0.0,0.0,0.0,8.1667,0.0,0.0,3.92918,3.92918
2016-08-28,0.0,3.0,0.0,19.0,52.0,1.6,12.6,0.0,0.0,3.92918,3.92918
2016-08-29,0.0,0.0,0.0,1.5,25.0,0.0,4.4167,0.0,0.0,3.92918,3.92918
2016-08-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.92918,3.92918
2016-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.92918,3.92918
2016-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.92918,3.92918
2016-09-02,0.0,0.0,0.0,0.0,0.0,11.6,1.9333,0.0,0.0,3.92918,3.92918
2016-09-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.92918,3.92918
2016-09-04,0.0,23.0,0.0,0.0,0.0,0.0,3.8333,0.0,0.0,3.92918,3.92918
2016-09-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.92918,3.92918
2016-09-06,0.0,2.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,3.92918,3.92918
2016-09-07,25.0,0.0,15.0,0.0,0.0,0.0,6.6667,0.0,0.0,3.92918,3.92918
2016-09-08,2.0,0.0,24.0,0.0,0.0,0.0,4.3333,0.0,0.0,3.92918,3.92918
2016-09-09,112.0,0.0,121.0,0.0,0.0,16.4,41.5667,9.021484,73.09073,3.92918,77.01991
2016-09-10,30.0,0.0,13.0,0.0,0.0,6.0,8.1667,0.0,0.0,3.92918,3.92918
2016-09-11,6.0,0.0,31.0,0.0,0.0,3.4,6.7333,0.0,0.0,3.92918,3.92918
2016-09-12,2.0,5.0,8.0,0.0,0.0,0.0,2.5,0.0,0.0,3.92918,3.92918
2016-09-13,0.0,0.0,0.0,10.0,0.0,0.0,1.6667,0.0,0.0,3.92918,3.92918
2016-09-14,0.0,0.0,1.0,0.0,0.0,0.0,0.1667,0.0,0.0,3.92918,3.92918
2016-09-15,23.0,0.0,134.0,20.5,0.0,0.0,29.5833,3.546095,28.729937,3.92918,32.659117
2016-09-16,14.0,0.0,16.0,0.0,4.0,0.0,5.6667,0.0,0.0,3.92918,3.92918
2016-09-17,0.0,83.0,145.0,0.0,5.0,2.0,39.1667,7.786044,63.081377,3.92918,67.010556
2016-09-18,34.0,0.0,10.0,50.0,55.0,6.6,25.9333,2.282204,18.490078,3.92918,22.419257
2016-09-19,2.0,35.0,28.0,0.0,0.0,0.0,10.8333,0.0,0.0,3.92918,3.92918
2016-09-20,0.0,0.0,8.0,41.0,25.0,57.0,21.8333,1.148478,9.304798,3.92918,13.233977
2016-09-21,16.0,0.0,4.0,0.0,0.0,0.0,3.3333,0.0,0.0,3.92918,3.92918
2016-09-22,8.0,0.0,4.0,22.0,0.0,11.8,7.6333,0.0,0.0,3.92918,3.92918
2016-09-23,6.0,20.0,30.0,18.0,8.0,4.4,14.4,0.044325,0.359116,3.92918,4.288296
2016-09-24,17.0,16.0,18.0,4.0,57.0,6.4,19.7333,0.701339,5.682145,3.92918,9.611324
2016-09-25,0.0,4.0,2.0,0.0,27.0,24.0,9.5,0.0,0.0,3.92918,3.92918
2016-09-26,12.0,22.0,31.0,1.5,5.0,11.0,13.75,0.01708,0.138378,3.92918,4.067558
2016-09-27,99.0,0.0,124.0,9.0,44.0,10.4,47.7333,12.456033,100.916933,3.92918,104.846113
2016-09-28,0.0,0.0,1.0,25.0,3.0,13.6,7.1,0.0,0.0,3.92918,3.92918
2016-09-29,1.0,0.0,3.0,0.0,1.0,0.0,0.8333,0.0,0.0,3.92918,3.92918
2016-09-30,2.0,0.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,3.92918,3.92918
2016-10-01,27.0,16.0,22.0,3.5,1.0,0.0,11.5833,0.0,0.0,3.92918,3.92918
2016-10-02,3.0,27.0,2.0,10.0,10.0,7.2,9.8667,0.0,0.0,3.92918,3.92918
2016-10-03,0.0,0.0,0.0,30.0,30.0,31.4,15.2333,0.09719,0.787419,3.92918,4.716598
2016-10-04,0.0,12.0,0.0,6.0,1.0,0.0,3.1667,0.0,0.0,3.92918,3.92918
2016-10-05,0.0,11.0,2.0,0.0,8.0,2.4,3.9,0.0,0.0,3.92918,3.92918
2016-10-06,0.0,8.0,0.0,8.0,17.0,0.0,5.5,0.0,0.0,3.92918,3.92918
2016-10-07,0.0,15.0,0.0,20.0,22.0,6.0,10.5,0.0,0.0,3.92918,3.92918
2016-10-08,14.0,42.0,21.0,16.0,5.0,0.0,16.3333,0.19664,1.59315,3.92918,5.522329
2016-10-09,7.0,52.0,18.0,17.5,45.0,26.0,27.5833,2.826029,22.896072,3.92918,26.825252
2016-10-10,6.0,10.0,3.0,8.0,8.0,15.0,8.3333,0.0,0.0,3.92918,3.92918
2016-10-11,0.0,0.0,0.0,3.5,0.0,1.4,0.8167,0.0,0.0,3.92918,3.92918
2016-10-12,11.0,0.0,19.0,0.0,3.0,0.0,5.5,0.0,0.0,3.92918,3.92918
2016-10-13,28.0,0.0,7.0,0.0,0.0,0.0,5.8333,0.0,0.0,3.92918,3.92918
2016-10-14,45.0,0.0,61.0,0.0,1.0,5.0,18.6667,0.512492,4.152134,3.92918,8.081314
2016-10-15,0.0,2.0,1.0,3.0,2.0,48.2,9.3667,0.0,0.0,3.92918,3.92918
2016-10-16,0.0,3.0,0.0,11.5,0.0,0.0,2.4167,0.0,0.0,3.92918,3.92918
2016-10-17,0.0,0.0,0.0,0.0,1.0,5.2,1.0333,0.0,0.0,3.92918,3.92918
2016-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.92918,3.92918
2016-10-19,0.0,0.0,3.0,0.0,0.0,0.0,0.5,0.0,0.0,3.92918,3.92918
2016-10-20,18.0,19.0,21.0,0.0,0.0,2.6,10.1,0.0,0.0,3.92918,3.92918
